,,,,,,,,,
City,order id,Date,Store Code,Basket size,Delivery Fee,Cost per order (CPO),Distance in km (pick up to delivery),Courier waiting time (mins),Courier waiting time (mins)
MAD,683,2025-05-05,7053,16,1.3,2.7,0.6,4.8,4.8
MAD,684,2025-05-05,205036,18,2.3,3.9,1.8,5.6,5.6
MAD,685,2025-05-05,46515,17.3,1.5,2.5,0.8,4.7,4.7
BCN,686,2025-05-05,264652,12.8,3.3,4.4,2.8,6.8,6.8
MAD,687,2025-05-05,74119,8.9,2.5,3,2.1,4.7,4.7
MAD,688,2025-05-05,105408,17.1,2.8,3.7,2.6,6.3,6.3
MAD,689,2025-05-05,34310,15.6,1.4,2.4,0.6,4.9,4.9
BCN,690,2025-05-05,248266,18.6,2.1,3.6,1.5,3.8,3.8
BCN,691,2025-05-05,264651,20.5,1.3,3.2,0.8,1.7,1.7
BCN,692,2025-05-05,259875,15.8,2,3.2,1.5,3.9,3.9
BCN,693,2025-05-05,66944,10.9,2.3,3.8,1.6,2.5,2.5
MAD,694,2025-05-04,34310,17.4,1.4,2.4,0.6,4.5,4.5
MAD,695,2025-05-04,105408,17.1,2.6,3.4,2.4,6.2,6.2
MAD,696,2025-05-04,205036,13.1,2.9,4.1,3,7.1,7.1
BCN,697,2025-05-04,66944,11.5,1.5,3.3,1,4.3,4.3
BCN,698,2025-05-04,264651,22.7,1.2,3.4,0.9,3.3,3.3
BCN,699,2025-05-04,65231,18.1,2.2,3.7,1.7,4.4,4.4
MAD,700,2025-05-04,46515,17.8,1.4,2.4,0.7,4.8,4.8
BCN,701,2025-05-04,74118,9.4,2.7,3.2,1.9,5.8,5.8
MAD,702,2025-05-04,74119,7.6,1.6,2.6,1.1,1.9,1.9
BCN,703,2025-05-04,264652,15.3,1.9,5,1.4,2.7,2.7
MAD,704,2025-05-04,7053,16.2,1.3,2.4,0.6,3.7,3.7
BCN,705,2025-05-04,248266,18.7,2.3,3.8,1.7,3.9,3.9
MAD,706,2025-05-04,61499,17.8,2.2,3.2,1.8,6.5,6.5
BCN,707,2025-05-04,259875,15.7,1.9,3.2,1.3,4.3,4.3
BCN,708,2025-05-03,264651,10.9,1.6,4,1,1.9,1.9
BCN,709,2025-05-03,66944,11.9,1.8,3.2,1.2,3,3
MAD,710,2025-05-03,61499,20.5,2.7,4.1,2.7,3.4,3.4
BCN,711,2025-05-03,259875,16.8,1.8,3.2,1.3,3.8,3.8
MAD,712,2025-05-03,205036,9.8,2.5,5.9,2.1,8.7,8.7
MAD,713,2025-05-03,74119,14.5,1.8,3.1,1.3,3.5,3.5
MAD,714,2025-05-03,105408,21,2.4,3.3,2.1,5.1,5.1
MAD,715,2025-05-03,7053,21.2,1.3,2.8,0.6,3.7,3.7
BCN,716,2025-05-03,248266,22.2,2.2,4,1.7,4.2,4.2
BCN,717,2025-05-03,65231,18.2,2.3,3.8,1.8,4.4,4.4
MAD,718,2025-05-03,46515,19.7,1.5,2.7,0.8,3.8,3.8
MAD,719,2025-05-03,34310,19.7,1.3,2.5,0.6,4.2,4.2
BCN,720,2025-05-03,74118,10.1,2.5,4.5,1.9,2.6,2.6
MAD,721,2025-05-02,34310,18.4,1.3,2.8,0.5,3.8,3.8
BCN,722,2025-05-02,259875,21.2,1.8,3.3,1.2,4.7,4.7
BCN,723,2025-05-02,264651,15.9,1.2,3.2,0.5,2.7,2.7
BCN,724,2025-05-02,74118,10,2.6,4.2,1.9,6.4,6.4
BCN,725,2025-05-02,66944,15.7,2.9,4.1,2.4,4.2,4.2
BCN,726,2025-05-02,264652,17.9,2.3,4,1.6,3.1,3.1
BCN,727,2025-05-02,248266,19.9,1.8,3.1,1.3,3.2,3.2
MAD,728,2025-05-02,205036,13.4,2.3,3.4,1.8,3.5,3.5
MAD,729,2025-05-02,61499,18.6,1.9,4.7,1.5,3.3,3.3
MAD,730,2025-05-02,105408,23.6,2.7,4.4,2.6,4.8,4.8
BCN,731,2025-05-02,65231,20.7,2.3,4.1,1.7,4.9,4.9
MAD,732,2025-05-02,46515,16.4,1.4,2.8,0.7,3.4,3.4
MAD,733,2025-05-01,34310,19.3,1.3,2.5,0.6,5.1,5.1
MAD,734,2025-05-01,46515,19,1.4,2.4,0.7,4.1,4.1
BCN,735,2025-05-01,74118,14.6,3.3,4.6,2.9,4.9,4.9
BCN,736,2025-05-01,248266,17.5,1.8,2.8,1.1,4.2,4.2
BCN,737,2025-05-01,66944,17.6,2.1,4.4,1.6,4.5,4.5
BCN,738,2025-05-01,264651,8.9,1.4,3.3,0.8,4.3,4.3
BCN,739,2025-05-01,65231,22.9,2.4,4.3,1.8,5.1,5.1
MAD,740,2025-05-01,61499,14.6,2.4,3.8,2,2.8,2.8
MAD,741,2025-05-01,105408,21.4,2.7,3.4,2.5,5.6,5.6
BCN,742,2025-05-01,259875,22.7,1.9,3.2,1.3,4.4,4.4
MAD,743,2025-05-01,74119,10.3,1.9,3.8,1.5,5.7,5.7
BCN,744,2025-05-01,264652,20.3,1.8,4.2,1.2,6,6
MAD,745,2025-05-01,205036,13.4,2.4,4.9,1.9,4.6,4.6
BCN,746,2025-04-30,259875,19.8,1.8,3.2,1.2,3.2,3.2
MAD,747,2025-04-30,205036,8.6,2.6,4.5,2.4,3.4,3.4
BCN,748,2025-04-30,264651,12.8,1.2,2.6,0.9,1.5,1.5
BCN,749,2025-04-30,74118,9.1,2.4,4.1,1.9,3.3,3.3
BCN,750,2025-04-30,248266,20.2,1.9,3.5,1.3,3.7,3.7
MAD,751,2025-04-30,74119,8.3,1.6,3.6,1.2,1.7,1.7
BCN,752,2025-04-30,65231,21.4,2.1,4,1.6,4,4
BCN,753,2025-04-30,264652,10.2,1.4,3.1,0.9,0.8,0.8
MAD,754,2025-04-30,46515,17.8,1.5,2.8,0.8,3.5,3.5
MAD,755,2025-04-30,61499,10.7,3,4.4,3,3.8,3.8
MAD,756,2025-04-30,105408,19.5,2.6,3.5,2.5,4.5,4.5
BCN,757,2025-04-30,66944,13.9,2.6,4.1,2.1,12.7,12.7
BCN,758,2025-04-29,259875,16.4,1.8,3,1.2,3.3,3.3
MAD,759,2025-04-29,105408,20.1,2.5,3.4,2.3,3.8,3.8
MAD,760,2025-04-29,61499,5.9,2.1,3.2,1.3,1.8,1.8
BCN,761,2025-04-29,248266,23.2,2.1,3.3,1.5,3.1,3.1
BCN,762,2025-04-29,65231,21.1,2.2,3.6,1.6,3.4,3.4
MAD,763,2025-04-29,205036,13.6,3.3,5.1,3.3,2.5,2.5
MAD,764,2025-04-29,46515,17.4,1.5,2.5,0.8,3.5,3.5
MAD,765,2025-04-29,74119,11.9,2.1,3.1,1.5,2,2
MAD,766,2025-04-29,34310,15,1.3,2.3,0.5,3.6,3.6
BCN,767,2025-04-29,264651,12.5,1.6,3.1,1,3.7,3.7
BCN,768,2025-04-29,74118,4,2.1,3.4,1.4,1.4,1.4
BCN,769,2025-04-29,264652,9,1.9,5.4,1.3,3.1,3.1
BCN,770,2025-04-29,66944,10.4,2.3,3.6,1.8,2.1,2.1
BCN,771,2025-04-28,248266,17.1,2,3.3,1.5,3.8,3.8
MAD,772,2025-04-28,105408,19.3,2.4,3.1,2.1,5.2,5.2
MAD,773,2025-04-28,34310,17.6,1.3,2.3,0.6,3.8,3.8
MAD,774,2025-04-28,46515,18.6,1.4,2.5,0.7,4.5,4.5
MAD,775,2025-04-28,74119,8,2.5,2.8,1.9,5.2,5.2
BCN,776,2025-04-28,65231,19.2,2.1,3.8,1.6,3.9,3.9
BCN,777,2025-04-28,259875,18.7,1.9,3.2,1.3,3.8,3.8
MAD,778,2025-04-28,205036,9.1,1.5,2.8,0.7,3.5,3.5
BCN,779,2025-04-28,74118,8.9,2.6,4.9,1.9,4.2,4.2
BCN,780,2025-04-28,66944,9.7,2.7,4.6,2.3,2.8,2.8
MAD,781,2025-04-28,61499,14.6,2.7,3.7,2.4,3.5,3.5
BCN,782,2025-04-28,264652,15.9,2.1,4.4,1.6,4.7,4.7
BCN,783,2025-04-28,264651,11.8,1.6,3.6,1.2,3.3,3.3
BCN,784,2025-04-27,65231,18.3,2.2,3.4,1.7,3.4,3.4
MAD,785,2025-04-27,61499,16.9,2.3,4.7,1.8,3.6,3.6
BCN,786,2025-04-27,74118,8.9,2.5,4.4,2.1,5.4,5.4
BCN,787,2025-04-27,66944,14.4,2.6,3.4,2,4.1,4.1
MAD,788,2025-04-27,205036,13.2,2.7,5.3,2.7,1.7,1.7
MAD,789,2025-04-27,74119,4,1.6,3.4,1.2,17.1,17.1
MAD,790,2025-04-27,46515,17,1.5,2.5,0.8,3.3,3.3
BCN,791,2025-04-27,259875,18.9,1.7,3,1.2,4,4
BCN,792,2025-04-27,264651,15.3,1.5,2.9,1,2.1,2.1
BCN,793,2025-04-27,248266,16.5,2.2,3.4,1.6,3.7,3.7
MAD,794,2025-04-27,105408,19.8,2.6,3.2,2.4,4.4,4.4
BCN,795,2025-04-27,264652,7.9,1.2,4,0.8,1.8,1.8
MAD,796,2025-04-27,34310,17.3,1.2,2.3,0.5,3.1,3.1
MAD,797,2025-04-26,34310,15.3,1.4,2.3,0.6,3.3,3.3
MAD,798,2025-04-26,46515,19.5,1.5,2.6,0.8,3.3,3.3
BCN,799,2025-04-26,264651,10.2,2.1,3.6,1.7,2,2
BCN,800,2025-04-26,74118,9.7,2.4,4.9,1.7,2.9,2.9
MAD,801,2025-04-26,61499,12.1,2.4,4.4,2,1.8,1.8
BCN,802,2025-04-26,259875,18.9,1.7,3.2,1.2,3.5,3.5
MAD,803,2025-04-26,205036,13.5,3.7,6.3,4.2,6.5,6.5
MAD,804,2025-04-26,105408,18,2.5,3.2,2.3,3.3,3.3
BCN,805,2025-04-26,264652,14.6,1.5,3.3,1,2.8,2.8
BCN,806,2025-04-26,66944,9.8,2.1,3.9,1.5,3.2,3.2
MAD,807,2025-04-26,74119,12.5,1.8,2.7,1.3,3,3
BCN,808,2025-04-26,65231,19.9,2.1,3.8,1.6,3.1,3.1
BCN,809,2025-04-26,248266,15.3,1.9,3.2,1.4,3,3
BCN,810,2025-04-25,248266,20.7,1.9,3.3,1.6,3.1,3.1
BCN,811,2025-04-25,264652,15.8,2.5,4.1,1.9,1.8,1.8
BCN,812,2025-04-25,65231,21.6,2.3,4,1.8,3.4,3.4
MAD,813,2025-04-25,205036,9.8,1.2,2.8,0.5,2.9,2.9
BCN,814,2025-04-25,66944,18.6,2,3.6,1.7,3.3,3.3
MAD,815,2025-04-25,34310,29,1.3,3.1,0.5,3.3,3.3
MAD,816,2025-04-25,74119,6.3,1.6,3.6,1,2.1,2.1
BCN,817,2025-04-25,74118,10.1,2.2,4,1.5,2.8,2.8
BCN,818,2025-04-25,259875,20.3,1.8,3.4,1.3,2.8,2.8
MAD,819,2025-04-25,105408,21.4,2.4,4.4,2.1,3.6,3.6
MAD,820,2025-04-25,61499,14.8,1.8,4.3,1.3,2.3,2.3
MAD,821,2025-04-25,46515,21.6,1.6,3.6,0.9,3.6,3.6
BCN,822,2025-04-25,264651,22.1,2.1,3.9,1.5,3.3,3.3
BCN,823,2025-04-24,259875,20.8,1.9,3.9,1.4,2.4,2.4
BCN,824,2025-04-24,74118,8.1,2.2,3.8,1.6,1.1,1.1
MAD,825,2025-04-24,46515,20.8,1.6,2.9,0.9,3.2,3.2
MAD,826,2025-04-24,34310,18.9,1.4,2.3,0.6,4,4
BCN,827,2025-04-24,264651,15.8,2.5,4,2,4.4,4.4
MAD,828,2025-04-24,105408,23.9,2.6,3.5,2.4,3.5,3.5
MAD,829,2025-04-24,205036,8.5,2.1,3.3,1.6,3.1,3.1
MAD,830,2025-04-24,61499,15.7,2.2,4.1,1.8,2.7,2.7
BCN,831,2025-04-24,264652,13.5,1.7,3.9,1.2,1.4,1.4
BCN,832,2025-04-24,65231,21.8,2.3,4.4,1.8,2.9,2.9
MAD,833,2025-04-24,74119,30,2.9,4.4,2.5,3.1,3.1
BCN,834,2025-04-24,248266,27.4,1.7,3.1,1.1,2.6,2.6
MAD,835,2025-04-23,205036,9,2.1,3,1.4,3.3,3.3
BCN,836,2025-04-23,65231,22,2.4,4.2,1.8,3,3
MAD,837,2025-04-23,34310,16.7,1.4,2.3,0.6,3,3
BCN,838,2025-04-23,66944,13.6,1.9,4.2,1.5,3,3
BCN,839,2025-04-23,264652,11.9,1.6,3.4,1.1,2.7,2.7
MAD,840,2025-04-23,105408,19.7,2.4,3.3,2.1,3.2,3.2
MAD,841,2025-04-23,61499,13.4,2.9,4.7,2.7,4.1,4.1
MAD,842,2025-04-23,74119,5,2.3,2.6,1.9,5.2,5.2
BCN,843,2025-04-23,248266,17,2,3.3,1.4,2.6,2.6
BCN,844,2025-04-23,259875,19,1.9,3.6,1.4,3.2,3.2
BCN,845,2025-04-23,264651,9.9,1.2,3.3,0.7,3.6,3.6
BCN,846,2025-04-23,74118,10,2.1,4.2,1.6,3.2,3.2
MAD,847,2025-04-23,46515,17,1.5,2.6,0.8,3.1,3.1
BCN,848,2025-04-22,74118,10.4,1.9,4.2,1.3,2.1,2.1
MAD,849,2025-04-22,105408,21.1,2.5,3.9,2.3,2.8,2.8
BCN,850,2025-04-22,259875,20.2,1.7,3.1,1.1,2.3,2.3
BCN,851,2025-04-22,264651,11.9,1.6,3.1,1.2,2.9,2.9
BCN,852,2025-04-22,248266,21.6,2.1,3.5,1.5,2.4,2.4
BCN,853,2025-04-22,65231,19.2,2.1,3.7,1.5,2.6,2.6
MAD,854,2025-04-22,205036,8,1.2,3.1,0.6,2.1,2.1
BCN,855,2025-04-22,66944,11.8,1.4,4.4,1,2.7,2.7
BCN,856,2025-04-22,264652,11.1,0.8,3.1,0.4,2.2,2.2
MAD,857,2025-04-22,61499,15.7,3.7,6.7,4.5,2.5,2.5
MAD,858,2025-04-22,34310,17.4,1.3,2.8,0.6,2.7,2.7
MAD,859,2025-04-22,46515,18.9,1.5,2.9,0.8,3,3
BCN,860,2025-04-21,65231,20.9,2.1,3.6,1.6,2.9,2.9
BCN,861,2025-04-21,264651,12,1.1,3.4,0.4,1.7,1.7
MAD,862,2025-04-21,74119,10.6,2.2,2.7,1.6,2.3,2.3
BCN,863,2025-04-21,259875,19.6,1.9,3.4,1.3,2.2,2.2
MAD,864,2025-04-21,105408,17.8,2.6,3.5,2.5,3,3
BCN,865,2025-04-21,66944,16,1.9,3.3,1.3,2.6,2.6
MAD,866,2025-04-21,34310,18.7,1.3,2.3,0.6,3.1,3.1
MAD,867,2025-04-21,61499,11.4,2.5,3.6,2.3,1.9,1.9
BCN,868,2025-04-21,74118,8.7,2.7,3.8,2.1,3.3,3.3
MAD,869,2025-04-21,46515,19,1.5,2.6,0.8,3.2,3.2
MAD,870,2025-04-21,205036,9.3,3.7,6.2,3.9,1.9,1.9
BCN,871,2025-04-21,248266,21.2,2,3.5,1.5,3.1,3.1
BCN,872,2025-04-21,264652,10.4,0.8,2.8,0.4,1.4,1.4
BCN,873,2025-04-20,248266,18.6,2,3.5,1.4,2.4,2.4
MAD,874,2025-04-20,46515,18,1.4,2.5,0.7,3.2,3.2
MAD,875,2025-04-20,105408,18,2.4,3.1,2.2,3.6,3.6
BCN,876,2025-04-20,74118,7.7,3.7,5,3.3,2.2,2.2
MAD,877,2025-04-20,61499,11.3,3,4.3,2.7,1.6,1.6
MAD,878,2025-04-20,74119,8.5,0.8,2.6,0.2,2.1,2.1
BCN,879,2025-04-20,66944,12.7,2.5,3.8,2,2.2,2.2
MAD,880,2025-04-20,205036,8,1.2,2.5,0.6,5.8,5.8
BCN,881,2025-04-20,259875,19,1.8,3.2,1.2,2.7,2.7
MAD,882,2025-04-20,34310,18.8,1.3,2.3,0.5,3.5,3.5
BCN,883,2025-04-20,65231,19.8,2.1,3.5,1.6,2.5,2.5
BCN,884,2025-04-20,264651,13,1.2,3.3,0.7,2.1,2.1
BCN,885,2025-04-20,264652,13.3,2,3.4,1.4,2,2
BCN,886,2025-04-19,65231,19.2,2.2,3.9,1.6,2.6,2.6
BCN,887,2025-04-19,248266,17.5,2,3.5,1.5,2.6,2.6
BCN,888,2025-04-19,66944,17,2.2,3.5,1.6,3,3
BCN,889,2025-04-19,259875,17.6,2,3.5,1.5,2.3,2.3
MAD,890,2025-04-19,46515,17.7,1.5,2.5,0.8,3.2,3.2
MAD,891,2025-04-19,61499,14.3,2.1,3.4,1.7,1.9,1.9
MAD,892,2025-04-19,205036,8.5,3.5,5,3.8,2.8,2.8
MAD,893,2025-04-19,34310,17,1.4,2.2,0.6,3,3
MAD,894,2025-04-19,74119,8.1,1.4,2.5,0.7,3.4,3.4
MAD,895,2025-04-19,105408,17.7,2.6,3.3,2.4,2.9,2.9
BCN,896,2025-04-19,264651,21.5,1.5,3.2,1,4,4
BCN,897,2025-04-19,74118,10.8,3.7,5.2,3.4,2.6,2.6
BCN,898,2025-04-19,264652,15.7,1.2,3,0.7,2.7,2.7
MAD,899,2025-04-18,105408,22.2,2.7,3.7,2.5,3,3
BCN,900,2025-04-18,264651,15.2,1.6,3.7,1.2,2.9,2.9
MAD,901,2025-04-18,61499,17.6,2.2,3.6,1.9,1.6,1.6
BCN,902,2025-04-18,65231,20.8,2.3,4.1,1.7,2.4,2.4
MAD,903,2025-04-18,34310,19.3,1.3,2.5,0.6,3.2,3.2
BCN,904,2025-04-18,248266,22.4,2.1,3.5,1.5,2.5,2.5
MAD,905,2025-04-18,74119,8.3,2.1,2.7,1.6,3,3
BCN,906,2025-04-18,259875,26.7,2,3.8,1.4,4.1,4.1
BCN,907,2025-04-18,66944,18.6,2.1,4.1,1.6,3.1,3.1
MAD,908,2025-04-18,46515,19,1.6,2.6,0.9,2.8,2.8
MAD,909,2025-04-18,205036,10.1,2.1,3.5,1.6,2.4,2.4
BCN,910,2025-04-18,74118,13.2,2.7,4.1,2.1,2.9,2.9
BCN,911,2025-04-18,264652,26.1,1.9,3.4,1.4,3.7,3.7
BCN,912,2025-04-17,259875,21.5,1.9,3.7,1.3,2.5,2.5
MAD,913,2025-04-17,34310,26.1,1.4,2.7,0.6,2.6,2.6
BCN,914,2025-04-17,74118,10.1,3,4.6,2.5,1.8,1.8
BCN,915,2025-04-17,264651,15.3,1.8,4.3,1.4,5.8,5.8
MAD,916,2025-04-17,105408,24.6,2.8,3.8,2.7,3.1,3.1
MAD,917,2025-04-17,74119,7,2.1,2.8,1.4,2.3,2.3
BCN,918,2025-04-17,264652,,,,,,
BCN,919,2025-04-17,66944,22.3,1.6,3.4,1.2,1.5,1.5
MAD,920,2025-04-17,46515,16.3,1.5,2.8,0.8,3.1,3.1
MAD,921,2025-04-17,61499,16.8,2.5,4,2.2,4.9,4.9
BCN,922,2025-04-17,248266,23.9,2.1,3.6,1.5,3.3,3.3
BCN,923,2025-04-17,65231,22.6,2.3,4.1,1.8,2.6,2.6
MAD,924,2025-04-17,205036,8.5,4.5,10.9,5.4,1.5,1.5
MAD,925,2025-04-16,46515,17.4,1.6,2.8,0.8,3.4,3.4
MAD,926,2025-04-16,105408,20.9,2.5,3.4,2.2,2.8,2.8
BCN,927,2025-04-16,264651,9.9,2.3,5.2,1.7,6.3,6.3
BCN,928,2025-04-16,259875,17.5,2,3.4,1.4,2.5,2.5
MAD,929,2025-04-16,205036,9,2.1,3.8,1.3,1.8,1.8
BCN,930,2025-04-16,65231,20.4,2.1,4.3,1.6,2.9,2.9
MAD,931,2025-04-16,74119,13.7,1.6,2.4,1.1,5.5,5.5
BCN,932,2025-04-16,264652,11.3,1.6,3,1,6.8,6.8
BCN,933,2025-04-16,248266,21.7,2,3.3,1.5,3.3,3.3
MAD,934,2025-04-16,34310,16.3,1.3,2.3,0.5,2.7,2.7
BCN,935,2025-04-16,74118,12.3,2.3,3.9,2,2.4,2.4
MAD,936,2025-04-16,61499,11.7,2.8,4.4,2.7,3.1,3.1
BCN,937,2025-04-16,66944,12.3,2.3,3.6,1.8,3.6,3.6
BCN,938,2025-04-15,259875,16.7,1.7,3.1,1.2,2.6,2.6
BCN,939,2025-04-15,65231,19,2,3.6,1.5,2.8,2.8
BCN,940,2025-04-15,264652,,,,,,
BCN,941,2025-04-15,66944,11.6,1.8,2.8,1.3,2.5,2.5
MAD,942,2025-04-15,74119,12.5,0.8,2.2,0.2,4.3,4.3
MAD,943,2025-04-15,46515,18,1.5,2.5,0.8,3.6,3.6
MAD,944,2025-04-15,61499,12.5,2.2,4.2,2,1.8,1.8
BCN,945,2025-04-15,74118,15.1,2.9,4.2,2.3,2.2,2.2
MAD,946,2025-04-15,105408,18.4,2.4,3.3,2.1,3.2,3.2
MAD,947,2025-04-15,34310,18.6,1.3,2.4,0.5,3.3,3.3
BCN,948,2025-04-15,264651,8.5,2.1,4,1.5,0.4,0.4
MAD,949,2025-04-15,205036,14.3,1.8,3.4,1.4,2,2
BCN,950,2025-04-15,248266,20,1.9,3.2,1.3,2.9,2.9
BCN,951,2025-04-14,66944,16.1,2.6,3.7,2,2.4,2.4
MAD,952,2025-04-14,46515,19.5,1.4,2.5,0.7,2.5,2.5
MAD,953,2025-04-14,34310,17.6,1.3,2.3,0.5,3.2,3.2
BCN,954,2025-04-14,248266,22.3,2,3.4,1.4,2.9,2.9
MAD,955,2025-04-14,74119,13,1.6,2.2,0.8,2.3,2.3
BCN,956,2025-04-14,259875,19.6,1.8,3.1,1.2,2.5,2.5
MAD,957,2025-04-14,105408,18.4,2.6,3.4,2.4,3.4,3.4
BCN,958,2025-04-14,65231,19.5,2.2,3.3,1.6,2.9,2.9
MAD,959,2025-04-14,61499,12.8,3.4,4.5,3.4,3,3
MAD,960,2025-04-14,205036,9.1,3.3,4,3,2,2
BCN,961,2025-04-14,74118,7.3,1.2,2.7,0.5,3.3,3.3
BCN,962,2025-04-14,264651,13.3,1.6,4.5,1.1,4.6,4.6
BCN,963,2025-04-13,259875,17,1.4,2.8,0.8,2.5,2.5
BCN,964,2025-04-13,65231,19.1,2.3,3.8,1.7,3,3
MAD,965,2025-04-13,34310,17.7,1.3,2.6,0.6,3.2,3.2
MAD,966,2025-04-13,46515,17.6,1.4,2.7,0.7,2.8,2.8
BCN,967,2025-04-13,264651,16.3,2.5,4.9,1.9,1.5,1.5
MAD,968,2025-04-13,205036,6,1.2,2.7,0.3,1,1
BCN,969,2025-04-13,74118,10.6,3.2,4.3,2.6,3,3
BCN,970,2025-04-13,248266,17,2.1,3.3,1.5,2.8,2.8
MAD,971,2025-04-13,105408,19.7,2.6,3.8,2.4,2.9,2.9
BCN,972,2025-04-13,66944,12.4,3.9,4.6,3.4,2.6,2.6
MAD,973,2025-04-12,61499,10.2,2.6,4.2,1.1,2.2,2.2
BCN,974,2025-04-12,264651,15,0.8,3.7,0.3,3.4,3.4
BCN,975,2025-04-12,248266,21.1,1.8,3,1.3,3.2,3.2
MAD,976,2025-04-12,74119,4.5,1.6,2.5,0.8,2.1,2.1
BCN,977,2025-04-12,66944,13.9,2.5,4,2,2.9,2.9
BCN,978,2025-04-12,259875,16.2,1.5,2.9,0.9,2.4,2.4
BCN,979,2025-04-12,65231,20.3,2.1,3.8,1.6,2.6,2.6
MAD,980,2025-04-12,105408,18.6,2.6,3.3,2.5,3.3,3.3
MAD,981,2025-04-12,34310,18.3,1.3,2.3,0.6,2.9,2.9
BCN,982,2025-04-12,74118,11.8,3,4.8,3,7.5,7.5
MAD,983,2025-04-12,205036,11.7,1.4,2.6,0.9,1.1,1.1
MAD,984,2025-04-12,46515,17.7,1.5,2.6,0.7,3,3
MAD,985,2025-04-11,205036,9,2.3,3.8,1.7,1.6,1.6
BCN,986,2025-04-11,65231,20.2,2.3,3.8,1.8,2.9,2.9
MAD,987,2025-04-11,34310,20.5,1.3,3,0.6,3.6,3.6
BCN,988,2025-04-11,248266,20.4,1.6,3.1,1.1,3.2,3.2
BCN,989,2025-04-11,74118,6.3,2.3,3.8,1.8,2.6,2.6
MAD,990,2025-04-11,74119,24,1.6,2.6,0.9,2.7,2.7
MAD,991,2025-04-11,46515,23.8,1.4,2.9,0.7,3.6,3.6
BCN,992,2025-04-11,259875,24.1,1.4,2.9,0.9,3.4,3.4
MAD,993,2025-04-11,61499,16.9,1.9,3.3,1.4,2.9,2.9
BCN,994,2025-04-11,264651,19,1.5,3.7,1.1,1.9,1.9
BCN,995,2025-04-11,66944,17,3,4,2.4,2,2
MAD,996,2025-04-11,105408,25.6,2.4,4.3,2.2,3.3,3.3
BCN,997,2025-04-10,66944,13.4,3.4,5.7,2.9,3.4,3.4
MAD,998,2025-04-10,205036,9.9,2.9,5.4,2.9,2,2
MAD,999,2025-04-10,105408,24.1,2.6,3.5,2.5,3,3
BCN,1000,2025-04-10,248266,22.5,1.7,2.8,1.1,4.5,4.5
MAD,1001,2025-04-10,46515,21.4,1.6,3.2,0.8,3.7,3.7
BCN,1002,2025-04-10,65231,20.2,2.4,3.9,1.9,2.9,2.9
MAD,1003,2025-04-10,34310,20.4,1.3,2.5,0.6,2.8,2.8
MAD,1004,2025-04-10,61499,17.1,2.5,4.3,2.2,3.1,3.1
BCN,1005,2025-04-10,74118,14.5,2.3,4.4,2,6.6,6.6
BCN,1006,2025-04-10,264652,28.2,1.9,4,1.2,3.1,3.1
MAD,1007,2025-04-10,74119,9.8,1.4,2.8,0.9,6.2,6.2
BCN,1008,2025-04-10,259875,21,1.5,2.7,0.9,2.3,2.3
MAD,1009,2025-04-09,61499,11.8,1.8,4.2,1.2,1.9,1.9
MAD,1010,2025-04-09,46515,19.1,1.5,3.1,0.8,3.6,3.6
MAD,1011,2025-04-09,205036,11.8,1.5,4.2,0.8,1.9,1.9
BCN,1012,2025-04-09,74118,13.9,2.9,4.3,2.3,1.9,1.9
BCN,1013,2025-04-09,264651,,,,,,
BCN,1014,2025-04-09,259875,18.9,1.6,3,1.1,3.9,3.9
MAD,1015,2025-04-09,105408,20,2.7,4,2.5,3,3
BCN,1016,2025-04-09,248266,17.9,1.9,3.5,1.3,2.4,2.4
MAD,1017,2025-04-09,34310,16.9,1.3,2.8,0.6,2.9,2.9
BCN,1018,2025-04-09,65231,22.6,2.4,4.2,1.8,3.1,3.1
BCN,1019,2025-04-09,264652,21.6,2.1,3,1.6,1,1
BCN,1020,2025-04-09,66944,12.1,2.7,4.2,2.1,1.9,1.9
MAD,1021,2025-04-09,74119,8.5,2.1,3.2,1.6,1.5,1.5
MAD,1022,2025-04-08,105408,18.9,2.7,3.4,2.6,3,3
BCN,1023,2025-04-08,264652,9.9,1.4,3.4,1,1.5,1.5
BCN,1024,2025-04-08,259875,19.5,1.4,2.9,0.9,2.4,2.4
BCN,1025,2025-04-08,248266,22,2.2,3.7,1.6,3.3,3.3
MAD,1026,2025-04-08,74119,9.5,1.6,2.8,0.8,2,2
MAD,1027,2025-04-08,34310,15.9,1.3,2.5,0.6,3.3,3.3
BCN,1028,2025-04-08,66944,17.5,1.2,2.8,0.7,2.5,2.5
BCN,1029,2025-04-08,65231,20.6,2.2,3.6,1.7,3.1,3.1
BCN,1030,2025-04-08,74118,9.8,1.6,3.7,1.2,3,3
MAD,1031,2025-04-08,61499,11.2,2.4,3.5,2.1,2.3,2.3
MAD,1032,2025-04-08,46515,18.4,1.5,2.4,0.8,2.9,2.9
BCN,1033,2025-04-08,264651,8.6,1.2,5.1,0.7,1.4,1.4
MAD,1034,2025-04-08,205036,12.2,3.9,5.7,4.1,2,2
MAD,1035,2025-04-07,74119,31.7,2.9,3.1,2.5,4.8,4.8
MAD,1036,2025-04-07,61499,14.2,3.3,5.3,3.2,1.8,1.8
BCN,1037,2025-04-07,264651,7.6,0.8,3.5,0.3,2.1,2.1
MAD,1038,2025-04-07,105408,19.1,2.7,3.7,2.5,3.1,3.1
MAD,1039,2025-04-07,46515,17.5,1.5,2.6,0.9,2.9,2.9
